date,portfolio_value,monthly_return
2010-01-01,118.47227321088492,0.18472273210884915
2010-02-01,129.4368571800038,0.09254978968455789
2010-03-01,141.4349852203057,0.0926948343903041
2010-04-01,140.55213288526826,-0.006242107167913652
2010-05-01,128.24922925282058,-0.08753267118678631
2010-06-01,122.7104810790332,-0.04318737980770807
2010-07-01,136.97185275613842,0.11621967049350898
2010-08-01,133.9345496170189,-0.02217465178431273
2010-09-01,169.5951718108115,0.2662540942255968
2010-10-01,155.40320603388537,-0.083681425746941
2010-11-01,146.84774498521784,-0.05505331110609151
2010-12-01,163.80828653867894,0.11549746000640604
2011-01-01,173.3037796858317,0.05796711111382418
2011-02-01,184.7423642176746,0.06600308748360229
2011-03-01,184.8514343427834,0.0005903904368153162
2011-04-01,202.49133248362182,0.09542743448843072
2011-05-01,230.09579427933636,0.13632416487726604
2011-06-01,225.10828292787428,-0.021675804058405558
2011-07-01,216.73392555528946,-0.03720146261907213
2011-08-01,208.16746221438336,-0.039525253459780835
2011-09-01,209.43472953503763,0.006087730076418871
2011-10-01,280.7575856106053,0.3405493264365003
2011-11-01,290.6515331139943,0.03524017875375003
2011-12-01,267.9166708890649,-0.07822034166258021
2012-01-01,262.0608062358647,-0.021857037241347764
2012-02-01,301.92306974857695,0.15211074134006414
2012-03-01,284.34313712787997,-0.058226529808856446
2012-04-01,289.23138496271037,0.017191369147172092
2012-05-01,281.35438465405826,-0.027234251599865856
2012-06-01,280.9116525876847,-0.0015735744332468337
2012-07-01,280.0807943797117,-0.0029577206937462103
2012-08-01,291.33206448384493,0.040171515969351625
2012-09-01,296.6417449889059,0.018225527335853624
2012-10-01,253.03891122445236,-0.14698819198924354
2012-11-01,260.7677846122355,0.030544208992929985
2012-12-01,263.5236006967571,0.010568084890622172
2013-01-01,236.22802022653775,-0.1035792634817139
2013-02-01,243.30492611131413,0.02995794435389064
2013-03-01,279.0789301375479,0.14703361990240532
2013-04-01,282.3228979072204,0.011623836195995548
2013-05-01,288.9300519601532,0.02340282740758818
2013-06-01,278.7305952781697,-0.035300781669433734
2013-07-01,274.16816949207004,-0.016368586238430002
2013-08-01,277.1010407003807,0.010697343946761566
2013-09-01,288.1686108379138,0.039940557818041816
2013-10-01,317.4574893088311,0.10163799029239677
2013-11-01,323.31665830839916,0.01845654677205657
2013-12-01,335.06429821879703,0.036334780805485856
2014-01-01,307.38866041768574,-0.08259799073859869
2014-02-01,300.53000360646655,-0.022312653960297413
2014-03-01,309.2715668766964,0.02908715657447828
2014-04-01,327.86082302371295,0.06010657990563972
2014-05-01,340.6740127944741,0.03908118589037525
2014-06-01,385.351747720433,0.13114512187025146
2014-07-01,421.47312036698804,0.09373610697299999
2014-08-01,434.8270932705867,0.03168404403101901
2014-09-01,490.9446930177342,0.12905727498499353
2014-10-01,581.5534553307241,0.18456001989966875
2014-11-01,629.3722857206013,0.08222602746411875
2014-12-01,649.7834977168429,0.03243106259893821
2015-01-01,755.8439901184637,0.16322435514950387
2015-02-01,826.9233770906171,0.09403975939666229
2015-03-01,801.6997783574909,-0.030502945535136473
2015-04-01,852.5203204414552,0.0633909893153327
2015-05-01,885.4490831752407,0.03862519396222042
2015-06-01,852.563744562582,-0.03713972857110101
2015-07-01,865.357369220105,0.015006062290494254
2015-08-01,768.853900779219,-0.11151863019073721
2015-09-01,692.8477315183331,-0.0988564526808734
2015-10-01,715.3314665920775,0.032451192449562814
2015-11-01,627.4459982149141,-0.12285978246680529
2015-12-01,396.45532849290373,-0.368144303062223
2016-01-01,434.80412640086365,0.09672917766987797
2016-02-01,385.5979018251017,-0.11316871572280504
2016-03-01,458.1898049599642,0.1882580345776583
2016-04-01,492.59834516412496,0.07509669536878355
2016-05-01,506.5998074866386,0.028423689320045478
2016-06-01,508.62045393987256,0.00398864433695488
2016-07-01,566.7148556128254,0.11421955452821908
2016-08-01,541.9632931796704,-0.043675513687372144
2016-09-01,550.5533108734768,0.015849814557383178
2016-10-01,550.1815589733076,-0.0006752332477656252
2016-11-01,519.8576797767621,-0.055116131578697033
2016-12-01,516.9283531725201,-0.0056348626137444
2017-01-01,520.7395835039068,0.0073728405648408836
2017-02-01,536.5864711499902,0.030431501940862943
2017-03-01,565.3460393877377,0.05359726676692241
2017-04-01,552.6451534627754,-0.02246568480203251
2017-05-01,534.0536631139505,-0.03364091810510597
2017-06-01,548.4197044096559,0.02689999580180785
2017-07-01,580.0481627226895,0.05767199474913103
2017-08-01,579.129560404705,-0.0015836655936858745
2017-09-01,585.9356911876498,0.011752345672337242
2017-10-01,573.3427804804888,-0.021491967286778466
2017-11-01,571.6443629175142,-0.0029623074028267927
2017-12-01,554.9048013402701,-0.029283174405516768
2018-01-01,577.463086788393,0.0406525324589686
2018-02-01,616.0117396006839,0.06675518088382465
2018-03-01,627.1598851238048,0.01809729394174766
2018-04-01,633.0661315150564,0.009417449252331728
