date,portfolio_value,monthly_return
2018-05-01,737.2363881635957,0.1645487753376392
2018-06-01,836.5445513904804,0.13470328489109754
2018-07-01,903.3950034496694,0.07991260232114598
2018-08-01,936.2983443642357,0.03642187613272488
2018-09-01,1158.360098664735,0.2371698675290122
2018-10-01,1195.9565371431859,0.03245660699275566
2018-11-01,1176.4451833402218,-0.016314433841861233
2018-12-01,1128.24343117208,-0.040972374106955846
2019-01-01,1206.3268594352037,0.06920796178002689
2019-02-01,1262.2268639464296,0.04633902003756919
2019-03-01,1231.215082210117,-0.02456910292603998
2019-04-01,1235.638075344689,0.0035923805665477124
2019-05-01,1061.0303514983561,-0.14130976321494867
2019-06-01,1056.1379347276848,-0.004611005485151804
2019-07-01,1170.172149936135,0.10797284280661024
2019-08-01,916.6968272648671,-0.21661370310778788
2019-09-01,797.4354934260391,-0.1300989927004177
2019-10-01,1004.4231555406903,0.2595666531287262
2019-11-01,1219.5359706229967,0.21416552764209135
2019-12-01,1238.1733244319853,0.01528233218038477
2020-01-01,1400.0807360549295,0.13076312373085536
2020-02-01,1082.622324336908,-0.2267429324201249
2020-03-01,949.9287031059457,-0.12256686219013199
2020-04-01,1076.9530204985904,0.1337198433706845
2020-05-01,1109.2744991434054,0.030011967123553196
2020-06-01,913.601835973286,-0.1763969723645681
2020-07-01,871.753015658352,-0.045806410043332885
2020-08-01,653.483291604893,-0.2503802340031146
2020-09-01,467.94480165455707,-0.2839223165058605
2020-10-01,463.7769170948337,-0.008906786751314608
2020-11-01,543.5947481944842,0.1721039322087027
2020-12-01,516.7521905752611,-0.04937972213377492
2021-01-01,477.7934311782112,-0.07539157086819516
2021-02-01,535.8876746636321,0.12158861904435098
2021-03-01,648.9250492921913,0.21093482827256832
2021-04-01,665.9061844211675,0.026168099301295676
2021-05-01,751.3904533378151,0.1283728412748622
2021-06-01,812.0764807704742,0.08076497001403281
2021-07-01,803.7536344830062,-0.010248845379158827
2021-08-01,764.9126252134888,-0.04832452085209023
2021-09-01,747.1597907014044,-0.02320897044564995
2021-10-01,743.2305832961027,-0.005258858217748925
2021-11-01,675.6928677941377,-0.09087047414336291
2021-12-01,745.3790728332269,0.10313295930825259
2022-01-01,699.7514212383156,-0.06121402284810343
2022-02-01,560.1999446857983,-0.19943007233277213
2022-03-01,579.8083157400157,0.03500245089316323
2022-04-01,515.9742671220706,-0.11009508985132965
2022-05-01,485.54153094494393,-0.05898111226916447
2022-06-01,434.3363124111798,-0.10546001787758572
2022-07-01,582.6488926816354,0.34146944667626655
2022-08-01,551.3396583218475,-0.05373602310593507
2022-09-01,475.3458500547232,-0.1378348303447501
2022-10-01,470.25757134441164,-0.010704371795243015
2022-11-01,565.9860075938046,0.20356596487264744
2022-12-01,452.8735931673617,-0.19985019578014215
2023-01-01,593.9252665464797,0.3114592581841964
2023-02-01,556.5041604129764,-0.06300642225763076
2023-03-01,657.7294584524489,0.18189495288652327
2023-04-01,729.7063560609057,0.1094323763113927
2023-05-01,563.2667717489956,-0.22809118069134382
2023-06-01,608.1990987218168,0.0797709526399048
2023-07-01,541.4678428978383,-0.10971942570158356
2023-08-01,635.438943459548,0.1735488114285666
2023-09-01,633.4275833962848,-0.0031653081448119744
2023-10-01,732.6539263183233,0.15664986104648462
2023-11-01,697.178765881867,-0.048420078241746996
2023-12-01,677.2452310149608,-0.02859171254547895
